3.0,45.0,10.0,29.0,49.0,34.0,0.0,29.0,14.0,30.0,2.0,11.0,2.0,14.0,5.0,8.0,34.0,10.0,1.0,31.0
3.0,43.0,10.0,30.0,47.0,37.0,3.0,30.0,14.0,30.0,1.0,11.0,3.0,16.0,5.0,8.0,32.0,13.0,0.0,30.0
3.0,47.0,11.0,29.0,46.0,31.0,0.0,28.0,17.0,30.0,2.0,10.0,2.0,13.0,5.0,6.0,34.0,12.0,0.0,30.0
2.0,43.0,10.0,29.0,47.0,36.0,2.0,28.0,16.0,30.0,0.0,10.0,2.0,15.0,7.0,10.0,33.0,11.0,0.0,30.0
4.0,46.0,11.0,30.0,49.0,34.0,2.0,29.0,16.0,27.0,0.0,12.0,2.0,13.0,3.0,8.0,33.0,12.0,0.0,30.0
5.0,44.0,11.0,29.0,42.0,37.0,3.0,27.0,12.0,30.0,0.0,10.0,1.0,17.0,7.0,10.0,32.0,10.0,0.0,30.0
1.0,40.0,11.0,30.0,48.0,32.0,2.0,26.0,18.0,30.0,1.0,11.0,3.0,13.0,6.0,10.0,33.0,11.0,1.0,29.0
1.0,46.0,11.0,30.0,44.0,33.0,3.0,26.0,16.0,30.0,1.0,12.0,0.0,13.0,5.0,10.0,37.0,11.0,0.0,29.0
2.0,46.0,10.0,29.0,49.0,33.0,1.0,27.0,16.0,30.0,3.0,10.0,2.0,16.0,5.0,7.0,34.0,10.0,1.0,29.0
3.0,48.0,11.0,29.0,48.0,35.0,3.0,26.0,14.0,30.0,1.0,11.0,1.0,16.0,5.0,10.0,34.0,12.0,1.0,28.0
1.0,43.0,10.0,29.0,46.0,35.0,4.0,26.0,17.0,29.0,1.0,10.0,3.0,16.0,6.0,8.0,32.0,11.0,0.0,30.0
5.0,43.0,10.0,30.0,47.0,37.0,2.0,29.0,18.0,29.0,1.0,10.0,0.0,14.0,5.0,10.0,32.0,11.0,0.0,30.0
