BaseBeh,BarBeh,WorkBeh,LightBeh,HeavyBeh,RangedBeh,Fit01,Fit02,Fit03,Fit04,Fit05,Fit06,Fit07,Fit08,Fit09,Fit10,Fit11,Fit12,Fit13,Fit14,Fit15,FitTot
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSHP,CLOSEST,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,2001.95731671414,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,14008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSHP,WAIT,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,0.1746649545264507,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,12007
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSHP,CLOSBUIL,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,1001.0996819966865,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,13008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,LESSHP,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,1000.9326176752934,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,13007
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,LESSPERCHP,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,1000.8286413149099,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,13007
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,KITE,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,0.07498295783985795,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,12007
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,CLOSEST,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,2001.95731671414,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,14008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,WAIT,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,2001.95731671414,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,14008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,CLOSBUIL,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,1001.0996819966865,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.029435437412846256,13008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,LESSHP,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,1001.0996819966865,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,13008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,LESSPERCHP,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,0.1746649545264507,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,12007
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,KITE,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,0.1072826298199058,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,12007
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,CLOSEST,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,2001.92501704216,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,14008
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,WAIT,1000.9999999999999,1000.9999999999999,1000.9999999999999,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.042683285859810106,1000.9999999999999,2001.95731671414,2001.95731671414,0.042683285859810106,0.016187588965882405,0.016187588965882405,0.016187588965882405,13008
