BaseBeh,BarBeh,WorkBeh,LightBeh,HeavyBeh,RangedBeh,Fit01,Fit02,Fit03,Fit04,Fit05,Fit06,Fit07,Fit08,Fit09,Fit10,Fit11,Fit12,Fit13,Fit14,FitTot
ONEWORKER,LIGHT,HARVESTER,CLOSEST,LESSPERCHP,CLOSBUIL,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1090.0,910.0,910.0,-410.0,380.0,520.0,6440.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,LESSHP,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1170.0,910.0,910.0,-410.0,380.0,520.0,6520.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,LESSPERCHP,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1160.0,910.0,910.0,-410.0,380.0,520.0,6510.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,CLOSEST,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1120.0,910.0,910.0,-410.0,380.0,520.0,6470.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,CLOSESTDIRECT,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,970.0,910.0,910.0,-410.0,380.0,520.0,6320.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,WAIT,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1170.0,910.0,910.0,-450.0,380.0,520.0,6480.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSEST,CLOSBUIL,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1130.0,910.0,910.0,-410.0,380.0,520.0,6480.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,WAIT,LESSHP,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1140.0,910.0,910.0,-410.0,380.0,520.0,6490.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,WAIT,LESSPERCHP,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1070.0,910.0,910.0,-410.0,380.0,520.0,6420.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,WAIT,CLOSEST,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1080.0,910.0,910.0,-410.0,380.0,520.0,6430.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,WAIT,CLOSESTDIRECT,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1090.0,910.0,910.0,-410.0,380.0,520.0,6440.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,WAIT,WAIT,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1070.0,910.0,910.0,-410.0,380.0,520.0,6420.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,WAIT,CLOSBUIL,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1180.0,910.0,910.0,-450.0,380.0,520.0,6490.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSBUIL,LESSHP,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1090.0,910.0,910.0,-410.0,380.0,520.0,6440.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSBUIL,LESSPERCHP,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1050.0,910.0,910.0,-410.0,380.0,520.0,6400.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSBUIL,CLOSEST,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1140.0,910.0,910.0,-410.0,380.0,520.0,6490.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSBUIL,CLOSESTDIRECT,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1120.0,910.0,910.0,-410.0,380.0,520.0,6470.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSBUIL,WAIT,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1110.0,910.0,910.0,-410.0,380.0,520.0,6460.0
ONEWORKER,LIGHT,HARVESTER,CLOSEST,CLOSBUIL,CLOSBUIL,1110.0,900.0,-80.0,1110.0,120.0,120.0,-200.0,-40.0,1140.0,910.0,910.0,-450.0,380.0,520.0,6450.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSHP,LESSHP,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,510.0,0.0,-650.0,-630.0,20.0,60.0,-2400.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSHP,LESSPERCHP,-150.0,10.0,-240.0,-150.0,80.0,-280.0,0.0,-980.0,250.0,0.0,-650.0,-630.0,20.0,60.0,-2660.0
ONEWORKER,LIGHT,HARVESTER,WAIT,LESSHP,CLOSEST,-150.0,10.0,-250.0,-150.0,80.0,-280.0,0.0,-980.0,240.0,0.0,-650.0,-630.0,20.0,60.0,-2680.0
